##FastQC	0.11.7
>>Basic Statistics	pass
#Measure	Value
Filename	221_L8_1.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	250000
Sequences flagged as poor quality	0
Sequence length	100
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.229676	32.0	32.0	32.0	32.0	32.0
2	31.672984	32.0	32.0	32.0	32.0	32.0
3	35.710356	37.0	37.0	37.0	32.0	37.0
4	36.130812	37.0	37.0	37.0	32.0	37.0
5	36.379196	37.0	37.0	37.0	37.0	37.0
6	40.420676	42.0	42.0	42.0	37.0	42.0
7	40.488764	42.0	42.0	42.0	37.0	42.0
8	40.746404	42.0	42.0	42.0	37.0	42.0
9	40.839576	42.0	42.0	42.0	37.0	42.0
10-11	40.879540000000006	42.0	42.0	42.0	37.0	42.0
12-13	40.896518	42.0	42.0	42.0	37.0	42.0
14-15	40.874024	42.0	42.0	42.0	37.0	42.0
16-17	40.787904	42.0	42.0	42.0	37.0	42.0
18-19	40.779478	42.0	42.0	42.0	37.0	42.0
20-21	40.757076	42.0	42.0	42.0	37.0	42.0
22-23	40.764652	42.0	42.0	42.0	37.0	42.0
24-25	40.673912	42.0	42.0	42.0	37.0	42.0
26-27	40.615663999999995	42.0	42.0	42.0	37.0	42.0
28-29	40.619423999999995	42.0	42.0	42.0	37.0	42.0
30-31	40.548159999999996	42.0	42.0	42.0	37.0	42.0
32-33	40.549766000000005	42.0	42.0	42.0	37.0	42.0
34-35	40.53814	42.0	42.0	42.0	37.0	42.0
36-37	40.502972	42.0	42.0	42.0	37.0	42.0
38-39	40.41935	42.0	42.0	42.0	37.0	42.0
40-41	40.361356	42.0	42.0	42.0	37.0	42.0
42-43	40.362896	42.0	42.0	42.0	37.0	42.0
44-45	40.403319999999994	42.0	42.0	42.0	37.0	42.0
46-47	40.328829999999996	42.0	42.0	42.0	37.0	42.0
48-49	40.287431999999995	42.0	42.0	42.0	37.0	42.0
50-51	40.23672	42.0	42.0	42.0	37.0	42.0
52-53	40.174915999999996	42.0	42.0	42.0	37.0	42.0
54-55	40.180808	42.0	42.0	42.0	37.0	42.0
56-57	40.144866	42.0	42.0	42.0	37.0	42.0
58-59	40.06023	42.0	42.0	42.0	37.0	42.0
60-61	40.052828000000005	42.0	42.0	42.0	37.0	42.0
62-63	40.003916000000004	42.0	42.0	42.0	37.0	42.0
64-65	39.921024	42.0	42.0	42.0	37.0	42.0
66-67	39.821634	42.0	42.0	42.0	37.0	42.0
68-69	39.566311999999996	42.0	42.0	42.0	32.0	42.0
70-71	39.597252	42.0	42.0	42.0	32.0	42.0
72-73	39.526432	42.0	42.0	42.0	32.0	42.0
74-75	39.456816	42.0	42.0	42.0	32.0	42.0
76-77	38.672214	42.0	37.0	42.0	32.0	42.0
78-79	38.990352	42.0	37.0	42.0	32.0	42.0
80-81	39.423532	42.0	39.5	42.0	32.0	42.0
82-83	39.295677999999995	42.0	37.0	42.0	32.0	42.0
84-85	39.581518	42.0	42.0	42.0	32.0	42.0
86-87	39.439096	42.0	42.0	42.0	32.0	42.0
88-89	39.509451999999996	42.0	42.0	42.0	32.0	42.0
90-91	39.32516	42.0	39.5	42.0	32.0	42.0
92-93	39.23343	42.0	37.0	42.0	32.0	42.0
94-95	39.432462	42.0	42.0	42.0	32.0	42.0
96-97	39.38296	42.0	39.5	42.0	32.0	42.0
98-99	39.170516000000006	42.0	37.0	42.0	32.0	42.0
100	39.165408	42.0	37.0	42.0	32.0	42.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.015294946774584872
1101	2	-0.06842133803960238
1101	3	-0.023593461883464784
1101	4	-0.007641538919898494
1101	5	-0.020738650946505288
1101	6	-0.0422924252374699
1101	7	-0.05645017262123275
1101	8	0.0295867867973314
1101	9	0.010193805606917294
1101	10-11	-0.07731818679058478
1101	12-13	-0.05734542923278241
1101	14-15	-0.036814257603936085
1101	16-17	-0.1348195443046336
1101	18-19	-0.16110814661766426
1101	20-21	-0.19788106723270005
1101	22-23	-0.15468107034922696
1101	24-25	-0.0952905034365017
1101	26-27	-0.10108528841343656
1101	28-29	-0.160068142055934
1101	30-31	-0.22371566185022118
1101	32-33	-0.21572092935342368
1101	34-35	-0.14501596017532847
1101	36-37	-0.2008139290440667
1101	38-39	-0.16017410803583232
1101	40-41	-0.2841213347478657
1101	42-43	-0.2536585295478062
1101	44-45	-0.13248189271830313
1101	46-47	-0.21632893534708586
1101	48-49	-0.05719068232575353
1101	50-51	-0.07619497525938357
1101	52-53	-0.05967497123451437
1101	54-55	-0.09242226139262044
1101	56-57	-0.2722396481438665
1101	58-59	-0.19322641894018489
1101	60-61	-0.17155948636008134
1101	62-63	-0.2333956605279468
1101	64-65	-0.2770480347306119
1101	66-67	-0.31975034018744
1101	68-69	-0.5665452145383725
1101	70-71	-0.6910283748599184
1101	72-73	-0.6103755882766038
1101	74-75	-0.4944217604155625
1101	76-77	-0.7676660425581545
1101	78-79	-0.8872117325380628
1101	80-81	-0.75105553787715
1101	82-83	-0.7630452550802502
1101	84-85	-0.4481124331114472
1101	86-87	-0.6944735161032938
1101	88-89	-0.699781716017128
1101	90-91	-0.8320154142451059
1101	92-93	-0.7922967055850734
1101	94-95	-0.6330702017505985
1101	96-97	-0.5492321943806218
1101	98-99	-0.8744708686256786
1101	100	-0.7526450052998896
1102	1	-0.018011625456054503
1102	2	0.13142086381830254
1102	3	0.05921444718811841
1102	4	0.001846853233814727
1102	5	0.04826552877532464
1102	6	0.06730474022441513
1102	7	0.08918498137991548
1102	8	-0.004296828989375001
1102	9	-0.009594728091215643
1102	10-11	0.07429835428759901
1102	12-13	0.0888856136278875
1102	14-15	0.07046377752540423
1102	16-17	0.1054380319160444
1102	18-19	0.16234362910928013
1102	20-21	0.0919160498878071
1102	22-23	0.04265852666323866
1102	24-25	0.12601828581662744
1102	26-27	0.01707909774210492
1102	28-29	0.05078525398496225
1102	30-31	0.08718397316785342
1102	32-33	0.07872905423153043
1102	34-35	0.16225930297450475
1102	36-37	0.1104816237467574
1102	38-39	-0.023857263216001456
1102	40-41	0.08953459778958006
1102	42-43	0.09243211376549709
1102	44-45	-0.07067240486735926
1102	46-47	0.14384199344333126
1102	48-49	0.12639448424644684
1102	50-51	0.16089465164986905
1102	52-53	0.10389235752819559
1102	54-55	0.14803695118410332
1102	56-57	0.2160806734806897
1102	58-59	0.1461903628179826
1102	60-61	0.1474769839739949
1102	62-63	0.247427532038202
1102	64-65	0.1797412802910472
1102	66-67	0.22449553515737364
1102	68-69	0.25058155620230593
1102	70-71	0.3851737231920396
1102	72-73	0.19983915270793062
1102	74-75	0.19033572104088137
1102	76-77	0.29484618893147996
1102	78-79	0.36990013820567214
1102	80-81	0.22755949026920064
1102	82-83	0.21640664026853784
1102	84-85	0.1509069418456832
1102	86-87	0.31460933093960364
1102	88-89	0.21870075044929393
1102	90-91	0.0399480149148701
1102	92-93	0.08619149148928784
1102	94-95	0.10005074151899152
1102	96-97	-0.051389238502657975
1102	98-99	0.17638560538794934
1102	100	0.09700331237743143
1106	1	-0.08903526122764305
1106	2	-0.27193406729887926
1106	3	-0.1869181919906424
1106	4	-0.18558951988041628
1106	5	-0.049677381417829736
1106	6	-0.20606519385392374
1106	7	-0.13657757364400425
1106	8	-0.0634831747684359
1106	9	-0.09747980439815507
1106	10-11	-0.11485212576183557
1106	12-13	-0.06307155107134577
1106	14-15	-0.13303476549282323
1106	16-17	-0.13908973684551285
1106	18-19	-0.16273508030788264
1106	20-21	-0.11581641097028239
1106	22-23	-0.023018197733129853
1106	24-25	-0.25257879015567397
1106	26-27	-0.11556982218377243
1106	28-29	-0.0963767817982557
1106	30-31	-0.015273942252449046
1106	32-33	-0.09735560266344123
1106	34-35	-0.22779799644976606
1106	36-37	-0.22335462993137867
1106	38-39	-0.2599249840228737
1106	40-41	-0.19454853719118148
1106	42-43	-0.12170490445887339
1106	44-45	-0.03043541736153088
1106	46-47	-0.14508356981365012
1106	48-49	-0.2789669190693118
1106	50-51	-0.322840749686506
1106	52-53	-0.2471077035754945
1106	54-55	-0.0853128275325119
1106	56-57	-0.07645157017540072
1106	58-59	-0.08924913080382169
1106	60-61	-0.17540845202687194
1106	62-63	-0.18916009625154118
1106	64-65	-0.12943872331058515
1106	66-67	-0.18584055753103712
1106	68-69	-0.025269198063604392
1106	70-71	0.010596571918945585
1106	72-73	0.1371771895146452
1106	74-75	0.03647215250314417
1106	76-77	0.010034081212090484
1106	78-79	0.07339852494847321
1106	80-81	0.03916004383840743
1106	82-83	-0.08111521706273805
1106	84-85	-0.03267403853981676
1106	86-87	-0.0506902175234103
1106	88-89	0.03259790153277464
1106	90-91	0.11050675736032645
1106	92-93	0.2101749654678855
1106	94-95	0.05456615566681933
1106	96-97	0.034682131335259214
1106	98-99	-0.0030585041929924728
1106	100	-0.05619363731391758
1107	1	0.12234183345827176
1107	2	0.2089345415201862
1107	3	0.15129720668598168
1107	4	0.19138420556647873
1107	5	0.02215050358901749
1107	6	0.1810528788669572
1107	7	0.10384276488532862
1107	8	0.03819321696046529
1107	9	0.09688072688244631
1107	10-11	0.11787195826482133
1107	12-13	0.03153136667622647
1107	14-15	0.09938524557134087
1107	16-17	0.16847124923410206
1107	18-19	0.16149959781625967
1107	20-21	0.22178142831515402
1107	22-23	0.13504074141912525
1107	24-25	0.2218510077755269
1107	26-27	0.19957601285511117
1107	28-29	0.20565966986922035
1107	30-31	0.1518056309348168
1107	32-33	0.2343474777853487
1107	34-35	0.21055465365058978
1107	36-37	0.31368693522867375
1107	38-39	0.44395635527469324
1107	40-41	0.38913527414948135
1107	42-43	0.2829313202411825
1107	44-45	0.23358971494718617
1107	46-47	0.2175705117174047
1107	48-49	0.2097631171486185
1107	50-51	0.23814107329603473
1107	52-53	0.20289031728181328
1107	54-55	0.02969813774102903
1107	56-57	0.1326105448385917
1107	58-59	0.13628518692602398
1107	60-61	0.19949095441293707
1107	62-63	0.17512822474127887
1107	64-65	0.22674547775015697
1107	66-67	0.28109536256108925
1107	68-69	0.34123285639967094
1107	70-71	0.29525807974892615
1107	72-73	0.27335924605403505
1107	74-75	0.267613886871537
1107	76-77	0.4627857724145912
1107	78-79	0.4439130693839104
1107	80-81	0.4843360037695561
1107	82-83	0.6277538318744504
1107	84-85	0.3298795298055808
1107	86-87	0.4305544026870791
1107	88-89	0.44848306403504523
1107	90-91	0.6815606419698952
1107	92-93	0.49593024862790713
1107	94-95	0.47845330456478763
1107	96-97	0.5659393015480418
1107	98-99	0.7011437674307217
1107	100	0.7118353302363971
>>END_MODULE
>>Per sequence quality scores	pass
#Quality	Count
27	5.0
28	96.0
29	547.0
30	1254.0
31	2188.0
32	3079.0
33	4345.0
34	5686.0
35	7311.0
36	9630.0
37	12489.0
38	16474.0
39	24087.0
40	43142.0
41	119667.0
>>END_MODULE
>>Per base sequence content	fail
#Base	G	A	T	C
1	26.9724	12.5076	15.5508	44.9692
2	25.8492	19.6968	34.0792	20.3748
3	24.312	24.026	24.7256	26.9364
4	25.116	29.4356	19.2656	26.1828
5	25.141999999999996	32.352799999999995	21.4268	21.0784
6	20.524	34.4888	21.906	23.0812
7	18.9596	15.721599999999999	41.5012	23.8176
8	22.5916	21.1052	27.273999999999997	29.0292
9	22.0932	19.3188	29.9832	28.6048
10-11	24.1262	29.6428	21.143	25.088
12-13	23.5096	22.6272	28.159200000000002	25.704
14-15	23.4396	25.1136	26.612599999999997	24.8342
16-17	24.7726	24.8076	25.3672	25.0526
18-19	24.6004	25.076999999999998	25.214599999999997	25.108000000000004
20-21	24.621199999999998	25.163200000000003	25.349	24.8666
22-23	24.5276	25.5624	25.208000000000002	24.701999999999998
24-25	24.442506515508207	25.63939987319011	25.24776932600743	24.670324285294253
26-27	24.310399999999998	25.7308	25.2904	24.6684
28-29	24.613599999999998	25.2892	25.2318	24.865399999999998
30-31	24.2802	25.4146	25.4736	24.8316
32-33	24.3974	25.667800000000003	25.4318	24.503
34-35	24.4738	25.641000000000002	25.274	24.6112
36-37	24.4476	25.512800000000002	25.286399999999997	24.7532
38-39	24.4678	25.470599999999997	25.4818	24.5798
40-41	24.617800000000003	25.380999999999997	25.3054	24.695800000000002
42-43	24.4724	25.3266	25.439600000000002	24.761400000000002
44-45	24.3928	25.4828	25.5726	24.5518
46-47	24.5556	25.4174	25.3622	24.6648
48-49	24.4148	25.3734	25.485200000000003	24.7266
50-51	24.4008	25.4354	25.524	24.6398
52-53	24.6414	25.349	25.3942	24.6154
54-55	24.4132	25.3878	25.508399999999998	24.6906
56-57	24.4664	25.4484	25.525399999999998	24.559800000000003
58-59	24.6246	25.4638	25.3626	24.549000000000003
60-61	24.4102	25.498199999999997	25.5072	24.584400000000002
62-63	24.4992	25.325799999999997	25.6626	24.5124
64-65	24.6312	25.500600000000002	25.3648	24.5034
66-67	24.464199999999998	25.315199999999997	25.6268	24.593799999999998
68-69	24.4376	25.523	25.5664	24.473
70-71	24.5318	25.362000000000002	25.5898	24.5164
72-73	24.4538	25.2906	25.578400000000002	24.6772
74-75	24.4912	25.3864	25.647599999999997	24.4748
76-77	24.5586	25.441399999999998	25.45	24.55
78-79	24.510199999999998	25.268	25.6378	24.584
80-81	24.515	25.477	25.5956	24.4124
82-83	24.581	25.4548	25.524	24.4402
84-85	24.442	25.3838	25.5786	24.5956
86-87	24.449	25.402599999999996	25.6672	24.4812
88-89	24.5592	25.5094	25.561600000000002	24.3698
90-91	24.4628	25.3832	25.623600000000003	24.5304
92-93	24.5902	25.4992	25.5094	24.4012
94-95	24.6118	25.519	25.4324	24.4368
96-97	24.642400000000002	25.422800000000002	25.5122	24.4226
98-99	24.7108	25.625999999999998	25.4178	24.2454
100	24.5728	25.5624	25.3096	24.5552
>>END_MODULE
>>Per sequence GC content	warn
#GC Content	Count
0	15.0
1	11.5
2	4.0
3	0.0
4	0.5
5	1.0
6	0.5
7	0.5
8	1.0
9	1.5
10	5.0
11	8.0
12	4.5
13	1.5
14	2.0
15	7.0
16	15.0
17	21.0
18	29.0
19	46.0
20	71.0
21	97.0
22	132.5
23	158.5
24	202.5
25	289.5
26	382.0
27	450.0
28	563.0
29	708.5
30	856.0
31	1069.5
32	1265.5
33	1461.5
34	1698.0
35	1896.0
36	2240.0
37	2653.0
38	3079.5
39	3641.5
40	4271.0
41	5017.0
42	5832.0
43	6794.0
44	8025.0
45	9216.0
46	10411.0
47	11725.0
48	12855.5
49	14039.5
50	14803.5
51	14958.5
52	14738.0
53	14297.0
54	13611.5
55	12411.5
56	11002.0
57	9525.5
58	8000.0
59	6548.5
60	5293.0
61	4076.0
62	3006.0
63	2161.5
64	1492.0
65	993.5
66	631.0
67	413.0
68	260.5
69	163.5
70	110.5
71	56.5
72	34.0
73	37.5
74	33.0
75	23.0
76	18.5
77	15.0
78	9.0
79	4.0
80	4.0
81	1.0
82	0.0
83	0.0
84	0.0
85	0.0
86	0.0
87	0.0
88	0.0
89	0.0
90	0.0
91	0.0
92	0.0
93	0.0
94	0.0
95	0.0
96	0.0
97	0.0
98	0.0
99	0.0
100	0.0
>>END_MODULE
>>Per base N content	pass
#Base	N-Count
1	0.0
2	0.0
3	0.0
4	0.0
5	0.0
