##FastQC	0.11.7
>>Basic Statistics	pass
#Measure	Value
Filename	216_L8_2.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	250000
Sequences flagged as poor quality	0
Sequence length	100
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	30.650916	32.0	32.0	32.0	27.0	32.0
2	30.99984	32.0	32.0	32.0	27.0	32.0
3	34.990872	37.0	37.0	37.0	32.0	37.0
4	35.561912	37.0	37.0	37.0	32.0	37.0
5	35.9617	37.0	37.0	37.0	32.0	37.0
6	39.615824	42.0	37.0	42.0	32.0	42.0
7	39.41378	42.0	37.0	42.0	32.0	42.0
8	39.461528	42.0	37.0	42.0	32.0	42.0
9	39.71934	42.0	42.0	42.0	32.0	42.0
10-11	39.714098	42.0	42.0	42.0	34.5	42.0
12-13	39.756609999999995	42.0	42.0	42.0	34.5	42.0
14-15	40.030664	42.0	42.0	42.0	37.0	42.0
16-17	39.98119	42.0	42.0	42.0	37.0	42.0
18-19	40.041832	42.0	42.0	42.0	37.0	42.0
20-21	39.92474	42.0	42.0	42.0	37.0	42.0
22-23	39.974768	42.0	42.0	42.0	37.0	42.0
24-25	39.984088	42.0	42.0	42.0	37.0	42.0
26-27	39.993272000000005	42.0	42.0	42.0	37.0	42.0
28-29	39.900670000000005	42.0	42.0	42.0	37.0	42.0
30-31	39.811436	42.0	42.0	42.0	34.5	42.0
32-33	39.721364	42.0	42.0	42.0	32.0	42.0
34-35	39.583414	42.0	42.0	42.0	32.0	42.0
36-37	39.751822000000004	42.0	42.0	42.0	34.5	42.0
38-39	39.686927999999995	42.0	42.0	42.0	32.0	42.0
40-41	39.634924	42.0	42.0	42.0	32.0	42.0
42-43	39.59118	42.0	42.0	42.0	32.0	42.0
44-45	39.678964	42.0	42.0	42.0	32.0	42.0
46-47	39.662251999999995	42.0	42.0	42.0	32.0	42.0
48-49	39.453683999999996	42.0	37.0	42.0	32.0	42.0
50-51	39.603608	42.0	42.0	42.0	32.0	42.0
52-53	39.523058	42.0	42.0	42.0	32.0	42.0
54-55	39.448248	42.0	39.5	42.0	32.0	42.0
56-57	39.33557	42.0	37.0	42.0	32.0	42.0
58-59	39.467132	42.0	37.0	42.0	32.0	42.0
60-61	39.387526	42.0	37.0	42.0	32.0	42.0
62-63	39.250698	42.0	37.0	42.0	32.0	42.0
64-65	39.249636	42.0	37.0	42.0	32.0	42.0
66-67	39.223258	42.0	37.0	42.0	32.0	42.0
68-69	39.250584	42.0	37.0	42.0	32.0	42.0
70-71	39.045592	42.0	37.0	42.0	32.0	42.0
72-73	38.989164	42.0	37.0	42.0	32.0	42.0
74-75	38.978318	42.0	37.0	42.0	32.0	42.0
76-77	38.345098	42.0	37.0	42.0	32.0	42.0
78-79	38.53071	42.0	37.0	42.0	32.0	42.0
80-81	39.00464	42.0	37.0	42.0	32.0	42.0
82-83	38.864778	42.0	37.0	42.0	32.0	42.0
84-85	38.820752	42.0	37.0	42.0	32.0	42.0
86-87	39.048026	42.0	37.0	42.0	32.0	42.0
88-89	38.739242000000004	42.0	37.0	42.0	32.0	42.0
90-91	38.442400000000006	42.0	37.0	42.0	32.0	42.0
92-93	38.397422	42.0	37.0	42.0	32.0	42.0
94-95	38.396058	42.0	37.0	42.0	32.0	42.0
96-97	38.413262	42.0	37.0	42.0	32.0	42.0
98-99	38.322334	42.0	37.0	42.0	32.0	42.0
100	38.171452	42.0	37.0	42.0	32.0	42.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.10413591059253946
1101	2	-0.17507194285368044
1101	3	-0.24874617814153765
1101	4	-0.2176552175299804
1101	5	-0.035624350406791905
1101	6	-0.14490286186087786
1101	7	0.03450508413671116
1101	8	-0.0754320648699931
1101	9	0.023135625727810805
1101	10-11	-0.11275906397641222
1101	12-13	-0.31822107205919536
1101	14-15	-0.2250299715322015
1101	16-17	-0.29932385695720143
1101	18-19	-0.28760783645069665
1101	20-21	-0.4170403319786473
1101	22-23	-0.41734956757369446
1101	24-25	-0.2052877031618081
1101	26-27	-0.18671685115111814
1101	28-29	-0.14414369065083577
1101	30-31	-0.10579476847753
1101	32-33	-0.05203809625915312
1101	34-35	-0.11346052880163882
1101	36-37	-0.100671464710679
1101	38-39	-0.09976077233214653
1101	40-41	-0.09911595368080128
1101	42-43	-0.0830826744501394
1101	44-45	-0.01585701531364947
1101	46-47	0.020366775074798227
1101	48-49	-0.281916308445993
1101	50-51	-0.020889757287783084
1101	52-53	-0.21491933145724573
1101	54-55	-0.17314435791165295
1101	56-57	-0.16973310055104207
1101	58-59	-0.12445222751009055
1101	60-61	-0.19573139654660565
1101	62-63	-0.24115158343079202
1101	64-65	-0.16036912283292537
1101	66-67	-0.0901689989058454
1101	68-69	-0.08223987569274982
1101	70-71	0.004699336959312461
1101	72-73	-0.045720249912648114
1101	74-75	-0.12635285780400807
1101	76-77	-0.38447293656634685
1101	78-79	-0.2307961042913078
1101	80-81	-0.14645432208287446
1101	82-83	-0.1475235268957249
1101	84-85	-0.2505244479368258
1101	86-87	-0.12459780461947645
1101	88-89	-0.1843458615810647
1101	90-91	-0.39551968626454936
1101	92-93	-0.2709582144093474
1101	94-95	-0.2003294728152838
1101	96-97	-0.179289198040955
1101	98-99	-0.3465709148666747
1101	100	-0.15200725563159523
1102	1	-0.23376841245010382
1102	2	0.1301315885059786
1102	3	0.21168607204664625
1102	4	-0.1835907290241039
1102	5	-0.009358271814789987
1102	6	0.10819405828746653
1102	7	-0.17420253834354327
1102	8	-0.05079444619539686
1102	9	-0.030478407434536336
1102	10-11	0.04211895271059518
1102	12-13	0.1845234195001595
1102	14-15	0.06812836908487441
1102	16-17	0.21431227846571232
1102	18-19	0.21788693260008785
1102	20-21	0.22446826209024806
1102	22-23	0.12330425768331565
1102	24-25	0.07505391133347672
1102	26-27	0.2520876782258341
1102	28-29	-0.08484171296326082
1102	30-31	-0.04850083584855014
1102	32-33	-0.14365072511979804
1102	34-35	-0.11862353997240405
1102	36-37	0.01709856987239533
1102	38-39	-0.007746441138294813
1102	40-41	0.009649817416892859
1102	42-43	0.26889302538167215
1102	44-45	0.1583440547851538
1102	46-47	0.08323633982152501
1102	48-49	0.3488805655828813
1102	50-51	-0.13990395391203947
1102	52-53	0.15050175468165605
1102	54-55	0.2663650753040372
1102	56-57	0.11472189170980585
1102	58-59	0.26315641502998943
1102	60-61	0.2775329311476753
1102	62-63	0.28685699393355435
1102	64-65	0.2006681398761998
1102	66-67	0.13798425475706466
1102	68-69	-0.05234718420219053
1102	70-71	0.0783073116908426
1102	72-73	-0.016631243052955824
1102	74-75	0.12390676256791977
1102	76-77	0.4324165444784711
1102	78-79	0.18807560908929588
1102	80-81	0.2532819607319894
1102	82-83	0.3532737185526642
1102	84-85	0.35600160751516796
1102	86-87	0.1853076364523929
1102	88-89	0.3365447128182737
1102	90-91	0.5322904989543389
1102	92-93	0.3948724317318266
1102	94-95	0.3227634886356583
1102	96-97	0.2954184397440187
1102	98-99	0.4472092268065353
1102	100	0.271508974747789
1106	1	0.11055360544255777
1106	2	-0.22173032758871258
