##FastQC	0.11.7
>>Basic Statistics	pass
#Measure	Value
Filename	222_L8_1.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	250000
Sequences flagged as poor quality	0
Sequence length	100
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.237004	32.0	32.0	32.0	32.0	32.0
2	31.65828	32.0	32.0	32.0	32.0	32.0
3	35.72364	37.0	37.0	37.0	32.0	37.0
4	36.1384	37.0	37.0	37.0	32.0	37.0
5	36.37022	37.0	37.0	37.0	37.0	37.0
6	40.415016	42.0	42.0	42.0	37.0	42.0
7	40.51368	42.0	42.0	42.0	37.0	42.0
8	40.754804	42.0	42.0	42.0	37.0	42.0
9	40.859372	42.0	42.0	42.0	37.0	42.0
10-11	40.887642	42.0	42.0	42.0	37.0	42.0
12-13	40.913951999999995	42.0	42.0	42.0	37.0	42.0
14-15	40.88857	42.0	42.0	42.0	37.0	42.0
16-17	40.78894	42.0	42.0	42.0	37.0	42.0
18-19	40.780007999999995	42.0	42.0	42.0	37.0	42.0
20-21	40.755676	42.0	42.0	42.0	37.0	42.0
22-23	40.782032	42.0	42.0	42.0	37.0	42.0
24-25	40.685249999999996	42.0	42.0	42.0	37.0	42.0
26-27	40.62495	42.0	42.0	42.0	37.0	42.0
28-29	40.636164	42.0	42.0	42.0	37.0	42.0
30-31	40.561538	42.0	42.0	42.0	37.0	42.0
32-33	40.555606	42.0	42.0	42.0	37.0	42.0
34-35	40.528306	42.0	42.0	42.0	37.0	42.0
36-37	40.503209999999996	42.0	42.0	42.0	37.0	42.0
38-39	40.408254	42.0	42.0	42.0	37.0	42.0
40-41	40.369212	42.0	42.0	42.0	37.0	42.0
42-43	40.37402	42.0	42.0	42.0	37.0	42.0
44-45	40.405926	42.0	42.0	42.0	37.0	42.0
46-47	40.341756000000004	42.0	42.0	42.0	37.0	42.0
48-49	40.302836	42.0	42.0	42.0	37.0	42.0
50-51	40.24511	42.0	42.0	42.0	37.0	42.0
52-53	40.19258	42.0	42.0	42.0	37.0	42.0
54-55	40.215642	42.0	42.0	42.0	37.0	42.0
56-57	40.16791	42.0	42.0	42.0	37.0	42.0
58-59	40.082608	42.0	42.0	42.0	37.0	42.0
60-61	40.092686	42.0	42.0	42.0	37.0	42.0
62-63	40.022358	42.0	42.0	42.0	37.0	42.0
64-65	39.945555999999996	42.0	42.0	42.0	37.0	42.0
66-67	39.824886	42.0	42.0	42.0	37.0	42.0
68-69	39.583536	42.0	42.0	42.0	32.0	42.0
70-71	39.608768	42.0	42.0	42.0	32.0	42.0
72-73	39.550507999999994	42.0	42.0	42.0	32.0	42.0
74-75	39.48655	42.0	42.0	42.0	32.0	42.0
76-77	38.680292	42.0	37.0	42.0	32.0	42.0
78-79	38.991162	42.0	37.0	42.0	32.0	42.0
80-81	39.428814	42.0	39.5	42.0	32.0	42.0
82-83	39.29279	42.0	37.0	42.0	32.0	42.0
84-85	39.60942	42.0	42.0	42.0	32.0	42.0
86-87	39.458742	42.0	42.0	42.0	32.0	42.0
88-89	39.527926	42.0	42.0	42.0	32.0	42.0
90-91	39.330411999999995	42.0	39.5	42.0	32.0	42.0
92-93	39.26249	42.0	37.0	42.0	32.0	42.0
94-95	39.43491	42.0	42.0	42.0	32.0	42.0
96-97	39.371058	42.0	39.5	42.0	32.0	42.0
98-99	39.173904	42.0	37.0	42.0	32.0	42.0
100	39.196416	42.0	37.0	42.0	32.0	42.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.039978054294710574
1101	2	-0.015041456668601683
1101	3	-0.027329674209155996
1101	4	-0.0070261981199379875
1101	5	-0.01656790558401866
1101	6	0.02307344415014967
1101	7	-0.05491458774461222
1101	8	-0.03594419868818477
1101	9	0.024753014913052596
1101	10-11	-0.09949689651396199
1101	12-13	-0.05281731372166831
1101	14-15	-0.049725663267587095
1101	16-17	-0.12783142251650048
1101	18-19	-0.1882983905460378
1101	20-21	-0.21706921553393954
1101	22-23	-0.12887280122330935
1101	24-25	-0.19783272925257478
1101	26-27	-0.17585542764462758
1101	28-29	-0.2085943959193699
1101	30-31	-0.3207829987261448
1101	32-33	-0.19407050757678945
1101	34-35	-0.07611932308442704
1101	36-37	-0.1513726103870212
1101	38-39	-0.15940431971527147
1101	40-41	-0.2020324336507784
1101	42-43	-0.1816202812174268
1101	44-45	-0.18084896838814046
1101	46-47	-0.18472311643567707
1101	48-49	-0.14081955523086975
1101	50-51	-0.015737703776082412
1101	52-53	-0.13875903156682767
1101	54-55	-0.21569888017641148
1101	56-57	-0.25315755598158063
1101	58-59	-0.21561272431024747
1101	60-61	-0.14840219259430398
1101	62-63	-0.20417582457079675
1101	64-65	-0.1872046717505853
1101	66-67	-0.21279218653306486
1101	68-69	-0.48206094490548423
1101	70-71	-0.5781995039612511
1101	72-73	-0.5157444598566698
1101	74-75	-0.49058780917061995
1101	76-77	-0.688517501432365
1101	78-79	-0.7587393746211077
1101	80-81	-0.625768725941775
1101	82-83	-0.7460202324103378
1101	84-85	-0.4522975874134474
1101	86-87	-0.7486865509621339
1101	88-89	-0.6344421248434671
1101	90-91	-0.7524948390999953
1101	92-93	-0.8394209383746656
1101	94-95	-0.5899640174656469
1101	96-97	-0.4538825340673469
1101	98-99	-0.7788404353761962
1101	100	-0.6421821109972612
1102	1	-0.07311486188435623
1102	2	-0.055838357351078116
1102	3	-0.04047326769712356
1102	4	-0.11238415662455736
1102	5	0.013750127869677442
1102	6	-0.024333177907152503
1102	7	0.09686978697407511
1102	8	-3.749161303545634E-5
1102	9	-0.044756582102316145
1102	10-11	0.029018841791085492
1102	12-13	0.04687445488307418
1102	14-15	0.07038914417531572
1102	16-17	0.07478487690637081
1102	18-19	0.10489401319208014
1102	20-21	0.040451530489391985
1102	22-23	0.029645070863168144
1102	24-25	0.02699323419975741
1102	26-27	0.026144075584383586
1102	28-29	0.057174332180196075
1102	30-31	0.1276340855282143
1102	32-33	0.051323108415900265
1102	34-35	0.1014492163088363
1102	36-37	0.038821080288016674
1102	38-39	-0.03421511331526261
1102	40-41	0.040465157510034544
1102	42-43	0.08009759620349399
1102	44-45	0.060548391724147166
1102	46-47	0.05950275433051644
1102	48-49	0.1549625590131214
1102	50-51	0.12566407393057943
1102	52-53	0.08018528007195158
1102	54-55	0.10666214897304371
1102	56-57	0.15136572724123454
1102	58-59	0.12943348539378974
1102	60-61	0.20366299109426933
1102	62-63	0.2548593228101552
1102	64-65	0.16863797187124163
1102	66-67	-0.016985233739646333
1102	68-69	0.0869918895230839
1102	70-71	0.128930660039849
1102	72-73	0.1727005302579201
1102	74-75	0.17131285663586482
1102	76-77	0.1662715876096641
1102	78-79	0.28243135456536095
1102	80-81	0.13198873645865916
1102	82-83	0.10122393886562975
1102	84-85	0.06704522457707185
1102	86-87	0.14001966067564098
1102	88-89	0.0322641334707825
1102	90-91	-0.07923887201357616
1102	92-93	0.027183131813409034
1102	94-95	-0.05300375581069261
1102	96-97	-0.16373785368446647
1102	98-99	0.04817740503695234
1102	100	-0.09476632034788679
1106	1	-0.02046145989100978
1106	2	-0.26082613902794094
1106	3	-0.12900143292979038
1106	4	-0.1139249411488521
1106	5	-0.08530451179844789
1106	6	-0.2604613854798501
1106	7	-0.14087894317552951
1106	8	-0.07661914407989912
1106	9	-0.06534477203801003
1106	10-11	-0.07546657262948031
1106	12-13	-0.08851015591812228
1106	14-15	-0.1341807575313254
1106	16-17	-0.16424220318778282
1106	18-19	-0.17292948496360339
1106	20-21	-0.11290717648536486
1106	22-23	-0.10678480942110014
1106	24-25	-0.14301959749302995
1106	26-27	-0.07460004693251676
1106	28-29	-0.0965475772429869
1106	30-31	-3.229694843867037E-4
1106	32-33	-0.029177450276208106
1106	34-35	-0.24248825573902621
1106	36-37	-0.19323759500180415
1106	38-39	-0.21179438520695015
1106	40-41	-0.1856204366453582
1106	42-43	-0.1068584325540769
1106	44-45	-0.07454513137290064
1106	46-47	-0.03064444386708942
1106	48-49	-0.11099197382353765
1106	50-51	-0.19805454432639635
1106	52-53	-0.09808709950782202
1106	54-55	0.09013183729714314
1106	56-57	0.04846306935287714
1106	58-59	0.07699870586336743
1106	60-61	-0.11777704659116495
1106	62-63	-0.2037290262511462
1106	64-65	-0.06028375585432855
1106	66-67	-0.05392016258176113
1106	68-69	0.16372004970859422
1106	70-71	0.08613182985842371
1106	72-73	0.1788412365513068
1106	74-75	0.1431273827710271
1106	76-77	0.10062570237357704
1106	78-79	0.17959590446420748
1106	80-81	0.13983539895674824
1106	82-83	0.028678871969781028
1106	84-85	0.0059645619135437755
1106	86-87	0.1136471322047754
1106	88-89	0.09952633532056154
1106	90-91	0.1765535279510999
1106	92-93	0.18197703611092209
1106	94-95	0.10039219146334943
1106	96-97	0.08003758363056335
1106	98-99	0.05555632937588939
1106	100	-0.020400159004339002
1107	1	0.05359826748065544
1107	2	0.33170595304762074
1107	3	0.19680437483606283
1107	4	0.23333529589335456
1107	5	0.08812228951281043
1107	6	0.2617211192368245
1107	7	0.09892374394606662
1107	8	0.11260083438112645
1107	9	0.0853483392272878
1107	10-11	0.1459446273523639
1107	12-13	0.09445301475671641
1107	14-15	0.11351727662359679
1107	16-17	0.21728874879790538
1107	18-19	0.25633386231756106
1107	20-21	0.2895248615299266
1107	22-23	0.20601253978125555
1107	24-25	0.3138590925458402
1107	26-27	0.22431139899278207
1107	28-29	0.24796764098218205
1107	30-31	0.19347188268231008
1107	32-33	0.1719248494371186
1107	34-35	0.21715836251460985
1107	36-37	0.3057891251008016
1107	38-39	0.40541381823749134
1107	40-41	0.34718771278610916
1107	42-43	0.2083811175680239
1107	44-45	0.19484570803688683
1107	46-47	0.15586480597222874
1107	48-49	0.09684897004128601
1107	50-51	0.08812817417191354
1107	52-53	0.1566608510026839
1107	54-55	0.01890489390623884
1107	56-57	0.05332875938748316
1107	58-59	0.009180533053083195
1107	60-61	0.0625162480912067
1107	62-63	0.15304552801178772
1107	64-65	0.07885045573367933
1107	66-67	0.2836975828544581
1107	68-69	0.23134900567383454
1107	70-71	0.3631370140629855
1107	72-73	0.16420269304745716
1107	74-75	0.17614756976373513
1107	76-77	0.421620211449131
1107	78-79	0.2967121155915393
1107	80-81	0.3539445905263747
1107	82-83	0.616117421574927
1107	84-85	0.37928780092283176
1107	86-87	0.4950197580817175
1107	88-89	0.5026516560521301
1107	90-91	0.6551801831624715
1107	92-93	0.6302607704503487
1107	94-95	0.5425755818129971
1107	96-97	0.5375828041212429
1107	98-99	0.6751067009633616
1107	100	0.7573485903494728
>>END_MODULE
>>Per sequence quality scores	pass
#Quality	Count
27	10.0
28	90.0
29	472.0
30	1174.0
31	2116.0
32	3061.0
33	4251.0
34	5616.0
35	7481.0
36	9821.0
37	12391.0
38	16476.0
39	24039.0
40	42799.0
41	120203.0
>>END_MODULE
>>Per base sequence content	fail
#Base	G	A	T	C
1	25.89	11.859599999999999	15.776399999999999	46.474
2	25.0744	19.877200000000002	34.3588	20.6896
3	24.699199999999998	23.7872	24.612000000000002	26.9016
4	25.5004	29.142400000000002	18.9192	26.438
5	25.472	32.168400000000005	21.593200000000003	20.766399999999997
6	20.6032	34.448	21.962400000000002	22.9864
7	19.0476	15.8296	41.620000000000005	23.502799999999997
8	22.3568	21.3308	27.579199999999997	28.733199999999997
9	21.949199999999998	19.4148	30.586000000000002	28.050000000000004
10-11	24.127399999999998	29.479	21.252399999999998	25.1412
12-13	23.558799999999998	22.9362	27.971400000000003	25.5336
14-15	23.5682	25.0332	26.651999999999997	24.7466
16-17	24.7134	24.911	25.3752	25.0004
18-19	24.4962	25.078400000000002	25.218200000000003	25.2072
20-21	24.529999999999998	25.248199999999997	25.370199999999997	24.851599999999998
22-23	24.546799999999998	25.648799999999998	25.243199999999998	24.5612
24-25	24.36044627748731	25.764764240196175	25.301925361730387	24.57286412058613
26-27	24.2592	25.8942	25.136599999999998	24.709999999999997
28-29	24.5384	25.3994	25.276	24.7862
30-31	24.3094	25.467200000000002	25.461	24.7624
32-33	24.232400000000002	25.7158	25.4486	24.6032
34-35	24.689	25.4866	25.2044	24.62
36-37	24.374599999999997	25.5106	25.3948	24.72
38-39	24.4934	25.5346	25.485200000000003	24.4868
40-41	24.5258	25.4512	25.433600000000002	24.5894
42-43	24.4134	25.3454	25.493199999999998	24.748
44-45	24.4136	25.4118	25.5404	24.6342
46-47	24.5404	25.5476	25.312800000000003	24.5992
48-49	24.3562	25.409399999999998	25.520599999999998	24.7138
50-51	24.479200000000002	25.4726	25.472	24.5762
52-53	24.6728	25.3936	25.3708	24.562800000000003
54-55	24.432000000000002	25.4218	25.5096	24.6366
56-57	24.5152	25.441999999999997	25.513	24.529799999999998
58-59	24.4222	25.491200000000003	25.524200000000004	24.5624
60-61	24.4138	25.5836	25.430000000000003	24.5726
62-63	24.435200000000002	25.5716	25.5278	24.465400000000002
64-65	24.5644	25.3764	25.544	24.5152
66-67	24.517	25.2916	25.5312	24.6602
68-69	24.3864	25.4712	25.6018	24.5406
70-71	24.6458	25.474000000000004	25.324	24.5562
72-73	24.4164	25.311600000000002	25.642799999999998	24.6292
74-75	24.546200000000002	25.4214	25.599	24.4334
76-77	24.5852	25.4844	25.568999999999996	24.3614
78-79	24.4262	25.3016	25.6124	24.6598
80-81	24.576600000000003	25.4382	25.6636	24.3216
82-83	24.5348	25.4472	25.599800000000002	24.418200000000002
84-85	24.4294	25.4566	25.673800000000004	24.4402
86-87	24.4058	25.5596	25.6314	24.4032
88-89	24.5394	25.491999999999997	25.591	24.3776
90-91	24.4236	25.401400000000002	25.599800000000002	24.5752
92-93	24.4722	25.458399999999997	25.8514	24.218
94-95	24.621399999999998	25.4092	25.565199999999997	24.4042
96-97	24.502	25.4974	25.584600000000002	24.416
98-99	24.5756	25.5132	25.452599999999997	24.4586
100	24.462	25.548399999999997	25.4904	24.4992
>>END_MODULE
>>Per sequence GC content	warn
#GC Content	Count
0	23.0
1	15.5
2	4.5
3	0.5
4	1.0
5	1.5
6	1.5
7	1.0
8	0.5
9	3.0
10	4.5
11	2.5
12	3.0
13	5.0
14	6.5
15	9.5
16	15.5
17	24.5
18	41.0
19	59.5
20	84.5
21	98.5
22	104.0
23	150.0
24	227.5
25	298.0
26	371.5
27	476.5
28	597.5
29	727.0
30	868.5
31	1054.0
32	1227.5
33	1436.5
34	1706.0
35	1962.0
36	2306.0
37	2700.5
38	3148.5
39	3680.5
40	4359.0
41	5129.0
42	5910.0
43	6877.0
44	8029.5
45	9243.5
46	10522.0
47	11735.0
48	12803.0
49	13797.0
50	14418.0
51	14845.5
52	14880.0
53	14401.5
54	13619.0
55	12410.5
56	10972.5
57	9413.0
58	7939.0
59	6581.0
60	5265.0
61	4087.5
62	3059.5
63	2154.5
64	1432.5
65	934.5
66	613.0
67	395.0
68	241.5
69	144.0
70	99.0
71	72.5
72	48.0
73	31.0
74	30.0
75	22.5
76	17.0
77	11.0
78	7.5
79	7.0
80	3.0
81	0.5
82	0.5
83	0.5
84	0.0
85	0.5
86	0.5
87	0.0
