##FastQC	0.11.7
>>Basic Statistics	pass
#Measure	Value
Filename	222_L8_2.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	250000
Sequences flagged as poor quality	0
Sequence length	100
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	30.284464	32.0	32.0	32.0	27.0	32.0
2	31.120808	32.0	32.0	32.0	27.0	32.0
3	35.040244	37.0	37.0	37.0	32.0	37.0
4	35.536344	37.0	37.0	37.0	32.0	37.0
5	35.873716	37.0	37.0	37.0	32.0	37.0
6	39.79586	42.0	37.0	42.0	37.0	42.0
7	39.602476	42.0	37.0	42.0	32.0	42.0
8	39.582932	42.0	42.0	42.0	32.0	42.0
9	39.8033	42.0	42.0	42.0	37.0	42.0
10-11	39.649632	42.0	42.0	42.0	32.0	42.0
12-13	39.688692	42.0	42.0	42.0	32.0	42.0
14-15	40.011784	42.0	42.0	42.0	37.0	42.0
16-17	39.993704	42.0	42.0	42.0	37.0	42.0
18-19	39.93155	42.0	42.0	42.0	37.0	42.0
20-21	39.86315	42.0	42.0	42.0	37.0	42.0
22-23	39.964208	42.0	42.0	42.0	37.0	42.0
24-25	39.951588	42.0	42.0	42.0	37.0	42.0
26-27	40.019662	42.0	42.0	42.0	37.0	42.0
28-29	39.956264	42.0	42.0	42.0	37.0	42.0
30-31	39.868274	42.0	42.0	42.0	37.0	42.0
32-33	39.864974000000004	42.0	42.0	42.0	34.5	42.0
34-35	39.71333	42.0	42.0	42.0	32.0	42.0
36-37	39.740894	42.0	42.0	42.0	34.5	42.0
38-39	39.708224	42.0	42.0	42.0	32.0	42.0
40-41	39.698158	42.0	42.0	42.0	32.0	42.0
42-43	39.664922000000004	42.0	42.0	42.0	32.0	42.0
44-45	39.611192	42.0	42.0	42.0	32.0	42.0
46-47	39.560294	42.0	39.5	42.0	32.0	42.0
48-49	39.383936	42.0	37.0	42.0	32.0	42.0
50-51	39.490024000000005	42.0	39.5	42.0	32.0	42.0
52-53	39.403974000000005	42.0	37.0	42.0	32.0	42.0
54-55	39.329964000000004	42.0	37.0	42.0	32.0	42.0
56-57	39.206688	42.0	37.0	42.0	32.0	42.0
58-59	39.314386	42.0	37.0	42.0	32.0	42.0
60-61	39.240526	42.0	37.0	42.0	32.0	42.0
62-63	39.107562	42.0	37.0	42.0	32.0	42.0
64-65	39.120652	42.0	37.0	42.0	32.0	42.0
66-67	39.092324000000005	42.0	37.0	42.0	32.0	42.0
68-69	39.102956	42.0	37.0	42.0	32.0	42.0
70-71	38.901613999999995	42.0	37.0	42.0	32.0	42.0
72-73	38.866288	42.0	37.0	42.0	32.0	42.0
74-75	38.862635999999995	42.0	37.0	42.0	32.0	42.0
76-77	38.166886	42.0	37.0	42.0	29.5	42.0
78-79	38.33779800000001	42.0	37.0	42.0	32.0	42.0
80-81	38.856802	42.0	37.0	42.0	32.0	42.0
82-83	38.73853	42.0	37.0	42.0	32.0	42.0
84-85	38.667718	42.0	37.0	42.0	32.0	42.0
86-87	38.87713	42.0	37.0	42.0	32.0	42.0
88-89	38.6044	42.0	37.0	42.0	32.0	42.0
90-91	38.295002	42.0	37.0	42.0	32.0	42.0
92-93	38.246128	42.0	37.0	42.0	32.0	42.0
94-95	38.23391	42.0	37.0	42.0	32.0	42.0
96-97	38.262298	42.0	37.0	42.0	32.0	42.0
98-99	38.187308	42.0	37.0	42.0	32.0	42.0
100	38.052224	42.0	37.0	42.0	32.0	42.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.029181406842798907
1101	2	-0.15174083465666754
1101	3	-0.06009687240738515
1101	4	-0.24943869284825837
1101	5	-0.08599871209562338
1101	6	-0.16858262325752094
1101	7	-0.010222844843070789
1101	8	-0.16243912632310042
1101	9	-0.10928824858124386
1101	10-11	-0.20760178858815692
1101	12-13	-0.28821194289281493
1101	14-15	-0.22843259316444176
1101	16-17	-0.2713380834372714
1101	18-19	-0.26210944719842644
1101	20-21	-0.3865808818577463
1101	22-23	-0.3835158640355303
1101	24-25	-0.21075616134508834
1101	26-27	-0.10092715923881457
1101	28-29	-0.17415389908562418
1101	30-31	-0.19481030778197805
1101	32-33	-0.14778438049666676
1101	34-35	-0.24315811528092013
1101	36-37	-0.09443809923782709
1101	38-39	-0.13899789796234785
1101	40-41	-0.21132173475147198
1101	42-43	-0.18168906074579638
1101	44-45	-0.08612083005954219
1101	46-47	-0.13234148333354767
1101	48-49	-0.3932350485273943
1101	50-51	-0.18398094463802295
1101	52-53	-0.30136875121612405
1101	54-55	-0.1871858800322741
1101	56-57	-0.1633395398995816
1101	58-59	-0.06712449799211129
1101	60-61	-0.10719086598005845
1101	62-63	-0.15222058652850023
1101	64-65	-0.17708411827178594
1101	66-67	-0.2304681381247562
1101	68-69	-0.2654708378784463
1101	70-71	-0.11656781858208376
1101	72-73	-0.12489692036082545
1101	74-75	-0.11948001716629619
1101	76-77	-0.43512058790942376
1101	78-79	-0.27203472182019084
1101	80-81	-0.36173137215723017
1101	82-83	-0.24412566280097536
1101	84-85	-0.22840750018674072
1101	86-87	-0.23664914635359224
1101	88-89	-0.28389626691206615
1101	90-91	-0.4174534294134702
1101	92-93	-0.38778169589814837
1101	94-95	-0.25418792911276
1101	96-97	-0.32965788959632647
1101	98-99	-0.3964311024551108
1101	100	-0.1966497281194819
1102	1	-0.34820701139169685
1102	2	0.02278081488973882
1102	3	0.06207711746381506
1102	4	-0.062206874166335524
1102	5	-0.0591305697857365
1102	6	0.035869478350484485
1102	7	0.002499826918004544
1102	8	-0.017607044919344617
1102	9	-0.09121612010093116
1102	10-11	0.009764274951855612
1102	12-13	0.1829224119883719
1102	14-15	0.13021355586018757
1102	16-17	0.1548589179330122
1102	18-19	0.08392196939906427
1102	20-21	0.16694994294880416
1102	22-23	0.05906541136563703
1102	24-25	0.07651249840678531
1102	26-27	-0.05664827734028677
1102	28-29	-0.10252635730185489
1102	30-31	0.11453090387247755
1102	32-33	0.020396354124272875
1102	34-35	-0.011123137935669547
1102	36-37	0.07467366423249899
1102	38-39	0.1229554455731261
1102	40-41	0.033044998929270264
1102	42-43	0.29900063409012034
1102	44-45	0.20111407260335312
1102	46-47	0.0842348310257961
1102	48-49	0.1649013267780859
1102	50-51	0.06678713332502184
1102	52-53	0.19348183407345232
1102	54-55	0.2606927578150078
1102	56-57	0.13634797781246988
1102	58-59	0.18641082775963014
1102	60-61	0.19342142926861072
1102	62-63	0.0911280166781836
1102	64-65	0.08071001849693715
1102	66-67	0.20415021506274655
1102	68-69	0.10240141529472169
1102	70-71	0.2269301493245166
1102	72-73	0.09287881254309127
1102	74-75	0.0869520835748574
1102	76-77	0.3938168222800442
1102	78-79	0.2530322089019279
1102	80-81	0.41702925090694265
1102	82-83	0.391282356216351
1102	84-85	0.3382519149571124
1102	86-87	0.30843073708859237
1102	88-89	0.3998256480234019
1102	90-91	0.42423582533002957
1102	92-93	0.4162559019974097
1102	94-95	0.31414642110078006
1102	96-97	0.44728360145013113
1102	98-99	0.44348152919753403
1102	100	0.19064160306006528
1106	1	0.016731798853470536
1106	2	-0.12592224130333207
