##FastQC	0.11.7
>>Basic Statistics	pass
#Measure	Value
Filename	221_L8_2.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	250000
Sequences flagged as poor quality	0
Sequence length	100
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	30.321104	32.0	32.0	32.0	27.0	32.0
2	31.113264	32.0	32.0	32.0	27.0	32.0
3	34.891468	37.0	37.0	37.0	32.0	37.0
4	35.517324	37.0	37.0	37.0	32.0	37.0
5	35.991908	37.0	37.0	37.0	32.0	37.0
6	39.896272	42.0	42.0	42.0	37.0	42.0
7	39.081836	42.0	37.0	42.0	32.0	42.0
8	39.464796	42.0	37.0	42.0	32.0	42.0
9	39.673036	42.0	42.0	42.0	32.0	42.0
10-11	39.844256	42.0	42.0	42.0	34.5	42.0
12-13	39.717884	42.0	42.0	42.0	32.0	42.0
14-15	40.052014	42.0	42.0	42.0	37.0	42.0
16-17	40.036392	42.0	42.0	42.0	37.0	42.0
18-19	40.021972	42.0	42.0	42.0	37.0	42.0
20-21	39.922494	42.0	42.0	42.0	37.0	42.0
22-23	40.025400000000005	42.0	42.0	42.0	37.0	42.0
24-25	39.970796	42.0	42.0	42.0	37.0	42.0
26-27	40.068874	42.0	42.0	42.0	37.0	42.0
28-29	40.016394000000005	42.0	42.0	42.0	37.0	42.0
30-31	39.934488	42.0	42.0	42.0	37.0	42.0
32-33	39.916653999999994	42.0	42.0	42.0	37.0	42.0
34-35	39.774856	42.0	42.0	42.0	34.5	42.0
36-37	39.786497999999995	42.0	42.0	42.0	34.5	42.0
38-39	39.776042000000004	42.0	42.0	42.0	34.5	42.0
40-41	39.777988	42.0	42.0	42.0	34.5	42.0
42-43	39.750420000000005	42.0	42.0	42.0	34.5	42.0
44-45	39.685314000000005	42.0	42.0	42.0	32.0	42.0
46-47	39.620824	42.0	42.0	42.0	32.0	42.0
48-49	39.44671	42.0	37.0	42.0	32.0	42.0
50-51	39.560196000000005	42.0	42.0	42.0	32.0	42.0
52-53	39.491188	42.0	37.0	42.0	32.0	42.0
54-55	39.411916	42.0	37.0	42.0	32.0	42.0
56-57	39.284093999999996	42.0	37.0	42.0	32.0	42.0
58-59	39.364746	42.0	37.0	42.0	32.0	42.0
60-61	39.302396	42.0	37.0	42.0	32.0	42.0
62-63	39.174406	42.0	37.0	42.0	32.0	42.0
64-65	39.207846	42.0	37.0	42.0	32.0	42.0
66-67	39.156442	42.0	37.0	42.0	32.0	42.0
68-69	39.167975999999996	42.0	37.0	42.0	32.0	42.0
70-71	38.981158	42.0	37.0	42.0	32.0	42.0
72-73	38.94143	42.0	37.0	42.0	32.0	42.0
74-75	38.955578	42.0	37.0	42.0	32.0	42.0
76-77	38.254000000000005	42.0	37.0	42.0	32.0	42.0
78-79	38.431696	42.0	37.0	42.0	32.0	42.0
80-81	38.960502000000005	42.0	37.0	42.0	32.0	42.0
82-83	38.828052	42.0	37.0	42.0	32.0	42.0
84-85	38.74365	42.0	37.0	42.0	32.0	42.0
86-87	38.966798	42.0	37.0	42.0	32.0	42.0
88-89	38.673544	42.0	37.0	42.0	32.0	42.0
90-91	38.371496	42.0	37.0	42.0	32.0	42.0
92-93	38.322345999999996	42.0	37.0	42.0	32.0	42.0
94-95	38.315356	42.0	37.0	42.0	32.0	42.0
96-97	38.364978	42.0	37.0	42.0	32.0	42.0
98-99	38.284752	42.0	37.0	42.0	32.0	42.0
100	38.135316	42.0	37.0	42.0	32.0	42.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.07942819062029471
1101	2	-0.16735686415640671
1101	3	-0.14703483821700303
1101	4	-0.2269036052514295
1101	5	0.06418974068247962
1101	6	-0.0159790478527313
1101	7	0.11833391615148514
1101	8	-0.060713365847661294
1101	9	-0.03587246938895561
1101	10-11	-0.05648133925127752
1101	12-13	-0.1716979419011082
1101	14-15	-0.19644737300289705
1101	16-17	-0.26059424613949034
1101	18-19	-0.22561870380170035
1101	20-21	-0.3651389383642325
1101	22-23	-0.3214684462671187
1101	24-25	-0.1436408788101886
1101	26-27	-0.059351317845525386
1101	28-29	-0.1225977221199841
1101	30-31	-0.15406343360214692
1101	32-33	-0.08868693756556922
1101	34-35	-0.13441452989042801
1101	36-37	-0.10610377141203742
1101	38-39	-0.1884319633359013
1101	40-41	-0.19510295560917967
1101	42-43	-0.12547544299409452
1101	44-45	-0.021334057494442504
1101	46-47	-0.015826904433133393
1101	48-49	-0.2905001785441925
1101	50-51	-0.09290792802477199
1101	52-53	-0.21651913858287486
1101	54-55	-0.004285034040151459
1101	56-57	-0.09610796117533482
1101	58-59	-0.06064513082755241
1101	60-61	-0.05336357628308264
1101	62-63	-0.10462367358569225
1101	64-65	-0.07663798642016673
1101	66-67	-0.0755697081233393
1101	68-69	-0.153209101959483
1101	70-71	-0.1617124752907131
1101	72-73	-0.07614707072794147
1101	74-75	-0.07563026424830355
1101	76-77	-0.3157860458295261
1101	78-79	-0.13601077923902238
1101	80-81	-0.17093370646384898
1101	82-83	-0.07222917614234348
1101	84-85	-0.02059145102029447
1101	86-87	0.01008555122356114
1101	88-89	-0.06815095201099552
1101	90-91	-0.2503389363508006
1101	92-93	-0.1555732637698739
1101	94-95	-0.1110387511471842
1101	96-97	-0.06575236368338722
1101	98-99	-0.31605539890569645
1101	100	-0.07889975872799226
1102	1	-0.1632903539223598
1102	2	0.16983137097975387
1102	3	0.18477239145939706
1102	4	0.06787289253946938
1102	5	-0.003059765608540488
1102	6	0.1729267061279458
1102	7	0.2726507434166052
1102	8	0.2496634093077148
1102	9	0.11241795648874131
1102	10-11	0.049128425638024
1102	12-13	0.21095982926708956
1102	14-15	0.1127423253498705
1102	16-17	0.25828616070799626
1102	18-19	0.18732093119277948
1102	20-21	0.27464884804430056
1102	22-23	0.2037832982152139
1102	24-25	0.19064430625690676
1102	26-27	0.01892367618985702
1102	28-29	0.020960060486537202
1102	30-31	0.16340135211048334
1102	32-33	0.06010410989124182
1102	34-35	-0.19053779964528417
1102	36-37	0.12518487259283972
1102	38-39	0.2862520752349198
1102	40-41	0.11691480365512064
1102	42-43	0.3745920524516606
1102	44-45	0.19092166875083194
1102	46-47	-0.02547903072007074
1102	48-49	0.17841885387746004
1102	50-51	0.24904053140512872
1102	52-53	0.3178169273995408
1102	54-55	0.3361524190178997
1102	56-57	0.3597989519368525
1102	58-59	0.18370210390780528
1102	60-61	0.20767579737860586
1102	62-63	0.20663640550002071
1102	64-65	0.25006602552925017
1102	66-67	0.35539823624084477
1102	68-69	0.24704988904621672
1102	70-71	0.32490880330512795
1102	72-73	0.08545341888898861
1102	74-75	0.1306521757611563
1102	76-77	0.3572476449619586
1102	78-79	0.3529254665161474
1102	80-81	0.6153652349765082
1102	82-83	0.4287781903498171
1102	84-85	0.292051287276351
1102	86-87	0.37314169782442974
1102	88-89	0.40569018275623137
1102	90-91	0.367918739577874
1102	92-93	0.4751112240073496
1102	94-95	0.4839609066052901
1102	96-97	0.36915987506404946
1102	98-99	0.4396925989462446
1102	100	0.33552796783909855
1106	1	-0.05291094168775601
1106	2	-0.16882782863901724
1106	3	-0.282371821633177
1106	4	-0.20587658244023999
1106	5	-0.20667908347988373
1106	6	-0.4727682681118708
1106	7	-0.5947284141411515
1106	8	-0.43557007945194215
1106	9	-0.25765416513812056
1106	10-11	-0.24251015703352152
1106	12-13	-0.3755768245855151
1106	14-15	-0.22960265607601116
1106	16-17	-0.2259846923062696
1106	18-19	-0.16357869690818916
1106	20-21	-0.14908898181208485
1106	22-23	-0.17504233055763763
1106	24-25	-0.22390330479461795
1106	26-27	-0.2243471954211813
1106	28-29	-0.14255117105388138
1106	30-31	-0.2233867957742035
1106	32-33	-0.20066385252265206
1106	34-35	-0.08109184653530832
1106	36-37	-0.2853877168965937
1106	38-39	-0.26540067536612355
1106	40-41	-0.2634813930804256
1106	42-43	-0.5779378304037692
1106	44-45	-0.5158355553539025
1106	46-47	-0.25146852369854145
1106	48-49	-0.1486823720146475
1106	50-51	-0.30328605275749254
1106	52-53	-0.2649230411901442
1106	54-55	-0.49449300315153977
1106	56-57	-0.4525579746611612
1106	58-59	-0.3117795830353316
1106	60-61	-0.32076369827476725
1106	62-63	-0.3307129248103209
1106	64-65	-0.4147079113980965
1106	66-67	-0.4025207471437966
1106	68-69	-0.2939021366400425
1106	70-71	-0.43473202264797095
1106	72-73	-0.38055870902118727
1106	74-75	-0.3722448840053829
1106	76-77	-0.4376536038192924
1106	78-79	-0.6959308917342142
1106	80-81	-0.7495131251859348
1106	82-83	-0.7986841724084641
1106	84-85	-0.7310170482659331
1106	86-87	-0.7510155283743885
1106	88-89	-0.6645513987260117
1106	90-91	-0.5089202639746375
1106	92-93	-0.7118112894827391
1106	94-95	-0.6774640480891634
1106	96-97	-0.7109206244880397
1106	98-99	-0.7560672113603957
1106	100	-0.8644984218700245
1107	1	0.2956294862304141
1107	2	0.16635332181566653
1107	3	0.24463426839078295
1107	4	0.364907295152193
1107	5	0.1455491084059588
1107	6	0.31582060983664917
1107	7	0.20374375457305405
1107	8	0.24662003599188154
1107	9	0.18110867803834196
1107	10-11	0.24986307064676794
1107	12-13	0.33631493721953376
1107	14-15	0.3133077037290448
1107	16-17	0.22829277773774947
1107	18-19	0.20187646951713134
1107	20-21	0.23957907213200968
1107	22-23	0.2927274786095424
1107	24-25	0.1768998773479069
1107	26-27	0.26477483707682836
1107	28-29	0.24418883268732827
1107	30-31	0.21404887726586708
1107	32-33	0.22924668019697947
1107	34-35	0.4060441760710063
1107	36-37	0.2663066157157914
1107	38-39	0.16758056346711925
1107	40-41	0.34166954503449887
1107	42-43	0.32882122094619604
1107	44-45	0.34624794409752724
1107	46-47	0.2927744588517456
1107	48-49	0.26076369668138
1107	50-51	0.14715344937713581
1107	52-53	0.16362525237347825
1107	54-55	0.16262561817379861
1107	56-57	0.18886698389965773
1107	58-59	0.18872260995507162
1107	60-61	0.16645147717925113
1107	62-63	0.22870019289599952
1107	64-65	0.24127987228899883
1107	66-67	0.12269221902629113
