##FastQC	0.11.7
>>Basic Statistics	pass
#Measure	Value
Filename	216_L8_1.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	250000
Sequences flagged as poor quality	0
Sequence length	100
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.264184	32.0	32.0	32.0	32.0	32.0
2	31.670588	32.0	32.0	32.0	32.0	32.0
3	35.766116	37.0	37.0	37.0	32.0	37.0
4	36.16714	37.0	37.0	37.0	32.0	37.0
5	36.405868	37.0	37.0	37.0	37.0	37.0
6	40.44536	42.0	42.0	42.0	37.0	42.0
7	40.54672	42.0	42.0	42.0	37.0	42.0
8	40.795816	42.0	42.0	42.0	37.0	42.0
9	40.89996	42.0	42.0	42.0	37.0	42.0
10-11	40.912716	42.0	42.0	42.0	37.0	42.0
12-13	40.944442	42.0	42.0	42.0	37.0	42.0
14-15	40.906754	42.0	42.0	42.0	37.0	42.0
16-17	40.819238	42.0	42.0	42.0	37.0	42.0
18-19	40.791696	42.0	42.0	42.0	37.0	42.0
20-21	40.775168	42.0	42.0	42.0	37.0	42.0
22-23	40.78018	42.0	42.0	42.0	37.0	42.0
24-25	40.65221	42.0	42.0	42.0	37.0	42.0
26-27	40.60432	42.0	42.0	42.0	37.0	42.0
28-29	40.569118	42.0	42.0	42.0	37.0	42.0
30-31	40.479516	42.0	42.0	42.0	37.0	42.0
32-33	40.436042	42.0	42.0	42.0	37.0	42.0
34-35	40.361594	42.0	42.0	42.0	37.0	42.0
36-37	40.291278	42.0	42.0	42.0	37.0	42.0
38-39	40.168126	42.0	42.0	42.0	37.0	42.0
40-41	40.095636	42.0	42.0	42.0	37.0	42.0
42-43	40.10248	42.0	42.0	42.0	37.0	42.0
44-45	40.087952	42.0	42.0	42.0	37.0	42.0
46-47	39.95458	42.0	42.0	42.0	37.0	42.0
48-49	39.898538	42.0	42.0	42.0	37.0	42.0
50-51	39.80445	42.0	42.0	42.0	34.5	42.0
52-53	39.70425	42.0	42.0	42.0	32.0	42.0
54-55	39.71197	42.0	42.0	42.0	32.0	42.0
56-57	39.60877	42.0	42.0	42.0	32.0	42.0
58-59	39.434238	42.0	39.5	42.0	32.0	42.0
60-61	39.355188	42.0	37.0	42.0	32.0	42.0
62-63	39.181774000000004	42.0	37.0	42.0	32.0	42.0
64-65	39.009806	42.0	37.0	42.0	32.0	42.0
66-67	38.741792000000004	42.0	37.0	42.0	32.0	42.0
68-69	38.27201	42.0	37.0	42.0	32.0	42.0
70-71	38.150638	42.0	37.0	42.0	32.0	42.0
72-73	37.892126000000005	42.0	37.0	42.0	27.0	42.0
74-75	37.721158	42.0	37.0	42.0	27.0	42.0
76-77	36.111768	39.5	34.5	42.0	24.5	42.0
78-79	36.462432	39.5	34.5	42.0	27.0	42.0
80-81	37.307476	42.0	37.0	42.0	27.0	42.0
82-83	37.227222	42.0	37.0	42.0	27.0	42.0
84-85	37.507509999999996	42.0	37.0	42.0	27.0	42.0
86-87	37.356736	42.0	37.0	42.0	27.0	42.0
88-89	37.412222	42.0	37.0	42.0	27.0	42.0
90-91	37.202906	42.0	37.0	42.0	27.0	42.0
92-93	37.178572	42.0	37.0	42.0	27.0	42.0
94-95	37.556394	42.0	37.0	42.0	27.0	42.0
96-97	37.539046	42.0	37.0	42.0	27.0	42.0
98-99	37.443264	42.0	37.0	42.0	27.0	42.0
100	37.538608	42.0	37.0	42.0	27.0	42.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.012247928128406471
1101	2	-0.0718889578723072
1101	3	-0.060379307608172894
1101	4	-0.050261463899808234
1101	5	-0.08439479315329379
1101	6	-0.06992286480155485
1101	7	-0.1435940689202866
1101	8	-0.10640032284851486
1101	9	-0.018555168211612738
1101	10-11	-0.08290543508110915
1101	12-13	-0.03507429977543808
1101	14-15	-0.05271695345754068
1101	16-17	-0.12164890584007537
1101	18-19	-0.20165417153886978
1101	20-21	-0.26404704328241735
1101	22-23	-0.1859186370304684
1101	24-25	-0.11160534477844664
1101	26-27	-0.1591688229709618
1101	28-29	-0.2700870130077604
1101	30-31	-0.32709879951269727
1101	32-33	-0.23518597357453075
1101	34-35	-0.1271497601161542
1101	36-37	-0.2849585215518218
1101	38-39	-0.21799860977244379
1101	40-41	-0.29694495896661977
1101	42-43	-0.28361930701964866
1101	44-45	-0.25025963608008794
1101	46-47	-0.2564832325458397
1101	48-49	-0.14850221508999084
1101	50-51	-0.16336878149776624
1101	52-53	-0.1901122434208986
1101	54-55	-0.24852787238223328
1101	56-57	-0.36158969417400044
1101	58-59	-0.36664933254354537
1101	60-61	-0.33726433692164903
1101	62-63	-0.44731757892413526
1101	64-65	-0.5640314656976315
1101	66-67	-0.6414782444472138
1101	68-69	-1.0253157669739394
1101	70-71	-1.1124798930941395
1101	72-73	-1.06912776291734
1101	74-75	-0.919098395116805
1101	76-77	-0.8343065698980112
1101	78-79	-1.1164892131324962
1101	80-81	-0.9652661525546762
1101	82-83	-0.7451892471121369
1101	84-85	-0.47815375370656454
1101	86-87	-0.7674287113029834
1101	88-89	-0.640723104131709
1101	90-91	-0.8521199757174784
1101	92-93	-0.6056880078262168
1101	94-95	-0.38117660924562813
1101	96-97	-0.2508431018755175
1101	98-99	-0.5028523401852283
1101	100	-0.23348809816603477
1102	1	0.028671949601307034
1102	2	0.14345820831814038
1102	3	0.18154936379437459
1102	4	0.06903698996848817
1102	5	0.0672989078144326
1102	6	0.11653383598904554
1102	7	0.2986441311844956
1102	8	0.15656487775628136
1102	9	0.08865703346059206
1102	10-11	0.08712295144826498
1102	12-13	0.060565011190973905
1102	14-15	0.1371467281161074
1102	16-17	0.15857535688752478
1102	18-19	0.26795461359643014
1102	20-21	0.24927366552039132
1102	22-23	0.17752170058427197
1102	24-25	0.1736186631815002
1102	26-27	0.0361711966601419
1102	28-29	0.25835975539052214
1102	30-31	0.19055440590301487
1102	32-33	0.1319678592415201
1102	34-35	0.21644366392939673
1102	36-37	0.1822065005103113
1102	38-39	0.12932081455344502
1102	40-41	0.10870953913829595
1102	42-43	0.18051761948949263
1102	44-45	0.18550368607519374
1102	46-47	0.08052346775015451
1102	48-49	0.09951642979618924
1102	50-51	0.20703977809817786
1102	52-53	0.09464305737944301
1102	54-55	0.049314646864857536
1102	56-57	0.014543391969382924
1102	58-59	-0.017489655189521613
1102	60-61	0.04834395958236826
1102	62-63	-0.0855682732826466
1102	64-65	-0.021546999525455135
1102	66-67	-0.03600896149404775
1102	68-69	-0.1146838274716444
1102	70-71	0.04990845008181566
1102	72-73	-0.1140942539716363
1102	74-75	-0.34983948156180844
1102	76-77	-0.5032483210532845
1102	78-79	0.029772897429950262
1102	80-81	-0.14576087027865015
1102	82-83	-0.3239630793197321
1102	84-85	-0.356973612070675
1102	86-87	0.04314183199417698
1102	88-89	-0.05082077813101904
1102	90-91	0.22614698084304763
1102	92-93	0.10899657581903455
1102	94-95	0.18632468745641262
1102	96-97	0.08451633422380667
1102	98-99	0.3864588128707851
1102	100	0.1176595601272652
1106	1	-0.09970819749160853
1106	2	-0.2507649721316767
1106	3	-0.2141369391834118
1106	4	-0.12164270577554959
1106	5	-0.055858132454631004
1106	6	-0.2441010325886026
1106	7	-0.1334424174334785
1106	8	-0.1156006953805857
